,publication_number,publication_date,country_code,family_id,title_text,abstract_text,uspc_code,cpc_code,ipc_code,refs,embedding_v1,valid
685,US-6211686-B1,20010403,US,16520541,Evaluation apparatus and fabrication system for semiconductor,"The present invention comprises a SCM measuring apparatus and a control section. A control section adjusts shape data of a probe tip initially inputted based on SCM measurement for a standard specimen and a simulated result by the measuring apparatus, and then performs the SCM measurement by a standard specimen, and then on the basis of the measuring result, a impurity distribution is assumed. Next, the impurity distribution is adjusted so that the CV property calculated by the SCM simulation coincides with the CV property measured by the SCM measuring apparatus, and then the CV property is calculated again. The impurity distribution in case both of the CV properties coincide with each other is determined as a definitive impurity distribution. The definitive impurity distribution is outputted to a display apparatus, a printer, and so on. Therefore, it is possible to analyze the impurity distribution with accuracy smaller than a width of the probe tip.","['257/E21.525', '324/719.', '977/854.', '324/754.28', '324/762.01', '850/44.', '257/E21.531']","['G01Q40/00', 'H01L22/20', 'H01L22/14', 'Y10S977/854']","['G01Q30/06', 'H01L21/66', 'G01Q60/24', 'G01Q60/46']","['US-5030908-A', 'US-5453703-A']",",",False
686,US-8660679-B2,20140225,US,46162966,Augmented reality system,"Technologies are generally described for a system for processing an augmented reality image. In some examples, an augmented reality system may include an augmented reality engine configured to provide an augmented reality image by integrating a real-world image and a virtual object, and a message processing unit configured to receive a message related to the virtual object and to translate spatial attributes of the virtual object into audio attributes of a sound file.","['700/94.', '715/757.']","['G10H2220/161', 'H04R5/04', 'G06T19/006']",['G06F17/00'],"['US-2009237492-A1', 'US-2007140532-A1', 'US-2005281410-A1', 'US-7792674-B2', 'US-2011098056-A1', 'US-2011111849-A1', 'US-2010045869-A1', 'US-2004104935-A1', 'US-7065222-B2', 'US-6741883-B2', 'US-2011088535-A1', 'US-2010151946-A1', 'US-2012165046-A1']","[0.075722985, -0.21182002, -0.009907532, -0.032723546, -0.17995785, -0.2519922, 0.15145914, -0.1704805, 0.06668439, -0.082099855, -0.038684845, 0.29914606, 0.06797213, -0.032115716, -0.099270746, 0.10064904, 0.059075348, 0.08350672, 0.07899386, 0.16652392, 0.10917148, 0.22622102, -0.0656784, 0.07185573, -0.15291904, 0.01528042, 0.2869105, 0.17914216, 0.14924257, 0.051569954, 0.16866948, -0.068882704, 0.009600167, -0.046278425, -0.07811626, -0.19017714, 0.09406676, -0.099095285, 0.047554333, 0.09925807, -0.10868352, -0.18140526, 0.15156576, 0.1312682, -0.120484166, -0.024000304, 0.047093533, -0.008210672, -0.076789804, 0.08914022, -0.107510656, 0.043519545, -0.011647715, 0.070234396, -0.12630574, 0.1489073, -0.045689914, 0.12260901, 0.0023022234, -0.05094095, -0.05655439, 0.25062484, -0.14145121, 0.07453891]",True
687,US-2013290908-A1,20131031,US,48326449,Systems and methods for creating and utilizing high visual aspect ratio virtual environments,"An interactive virtual method for manufacturing plant construction, planning, design, touring, and/or management, the method comprising: providing a user with a first interactive, virtual environment comprising facility information and equipment information; proposing a question; and navigating the environment to obtain answers to the proposed questions; wherein said method is a computer-based environment comprising a high visual aspect ratio and wherein said method does not employ computer-aided design. 
     Additionally, a method for creating a high visual aspect ratio virtual tour, comprising: collecting a plurality of first images of areas of low detail and a plurality of second images of areas of high detail; stitching the first images together to create a plurality of first spherical-format images and the second images together to create a plurality of second spherical-format images; combining the first spherical-format images with the second spherical-format images to create a high visual aspect ratio virtual tour.",['715/850.'],"['G06T19/003', 'G06N3/006', 'G06T17/00']",['G06F3/048'],"['US-2002010694-A1', 'US-2011273451-A1', 'US-2010241525-A1']",",",True
688,US-4449404-A,19840522,US,6130478,Thermoelectric level measuring device,"A thermoelectric level measuring device for measuring the fill level of a container having a filling material therein and a free space above the filling material comprises a series connection of three sensing resistors, the first of which is always surrounded by the filling material, the second of which is intended to be surrounded by the filling material and by the free space and the third of which is always located in the free space and an evaluation circuit connected to each end of the series connection and to the connection points between the sensing resistors.",['73/295.'],['G01F23/246'],"['G01F23/24', 'G01F23/22']","['DE-2032591-A1', 'US-3631440-A', 'DE-2024911-A1', 'US-4299126-A', 'US-3485100-A', 'DE-2841889-A1', 'DE-813968-C', 'GB-1256411-A', 'DE-2423415-A1']",",",False
689,US-2009255186-A1,20091015,US,39135786,Electric motor and opening/closing apparatus for vehicular opening/closing body employing the electric motor,"Connector side terminals  43   b  and  44   b  protruding from a connector portion  36 , and front-side and back-side power supply terminals protruding from the holder main body  34  are provided to first and second lead plates  43  and  44  formed by metal plates with a conductive property, and they are embedded into a brush holder  31  formed integrally with the connector portion  36  and a holder main body  34  via a coupling portion  35 . The connector side terminals  43   b  and  44   b  are disposed so as to match their width directions with an axial direction of a commutator  23  and to be mutually aligned in the width directions, and the main body portions  43   a  and  44   a  are twisted perpendicularly to the connector side terminals  43   b  and  44   b  with reference to their axes at a base end of the connector portion  36 , and are disposed in the coupling portion  35  so as to match their thickness directions with the axial direction of the commutator  23  and to be mutually aligned in the width directions.","['310/239.', '49/358.']","['H02K5/148', 'H02K11/026', 'H02K7/1166', 'H02K5/225']","['E05F15/10', 'H02K13/00']","['US-6357425-B2', 'US-6922003-B2', 'US-2004066111-A1', 'US-2004061411-A1', 'US-6677693-B2', 'US-2006163958-A1', 'US-2002117915-A1', 'US-2004070292-A1', 'US-6819019-B2', 'US-2004245885-A1', 'US-6849986-B2', 'US-6577029-B1', 'US-2004201296-A1', 'US-2005184606-A1', 'US-2006238045-A1', 'US-2004201295-A1', 'US-2006232152-A1', 'US-2001026104-A1', 'US-6975059-B2', 'US-2006043803-A1', 'US-2003178908-A1']",",",False
690,US-2006079435-A1,20060413,US,34926602,Cationic surfactants,"The invention relates to cationic surfactants of the formula:  
                 
 
in which R is an alkyl or alkenyl group containing 11 carbon atoms, R 1  and R 2  represent hydrogen or C 1-4  alkyl group, R 3  is a C 1-4  alkyl group, R 4  is hydrogen or a methyl group, A is a linear or branched C 2-6  alkylene group, n is a number of 1 to 25 and X is halogen or alkyl sulfate.",['510/499.'],"['C11D1/62', 'C11D3/0073', 'C07C235/10']",['C11D3/37'],['US-2004146480-A1'],",",False
691,US-7671875-B2,20100302,US,36125084,Information processing method and apparatus,"In a case where a position and/or orientation of a shooting viewpoint is calculated by using information about image coordinates of markers placed in a scene, the present invention enables a user to easily determine positions of the markers so that the position and orientation can be calculated more accurately. Information about markers placed in a physical space is obtained and area information about mixing accuracy between a physical space image and a virtual space image is obtained based on the information about the markers, so that a virtual space image is generated in accordance with the obtained area information.","['345/632.', '345/633.']","['G06K9/3216', 'G06F3/0346', 'G06T7/246', 'G06F3/0325', 'G06K2009/3225', 'G06T7/73', 'G06T19/006']",['G09G5/00'],"['US-6522312-B2', 'US-2004133379-A1', 'US-2002126895-A1', 'JP-H11136706-A', 'US-2002075201-A1', 'US-2002084974-A1', 'US-2004183926-A1', 'US-6064749-A']","[0.10019042, -0.09298918, -0.080742024, -0.020508526, -0.10579732, -0.03279796, -0.07546515, -0.08022207, 0.00539539, 0.0363892, -0.035486702, 0.29139286, 0.09022053, -0.09173494, -0.11676718, 0.089627154, -0.12152186, 0.019966634, -0.047252662, 0.16779935, 0.18232615, 0.023023425, -0.16675232, 0.20547517, -0.080388196, 0.072091326, 0.2956351, 0.14100488, 0.16191053, 0.116633646, 0.2737687, -0.052357838, -0.029560892, 0.09443029, -0.13806987, -0.13514127, 0.034805063, -0.17375953, 0.045564584, 0.05503916, -0.11702049, -0.20888284, -0.13896172, 0.056961246, -0.044561613, -0.22043425, 0.015380074, 0.050065804, 0.029851574, -0.076646775, -0.076542966, -0.10625767, -0.0054373136, 0.04129272, -0.21501517, 0.07487347, 0.04716333, 0.15305434, -0.08266662, 0.11495732, -0.16781464, 0.18290302, -0.19176435, 0.004684087]",True
692,US-8223146-B2,20120717,US,41200754,Image processing apparatus and image processing method,"A unit ( 110 ) acquires an image, sensed by an image sensing device ( 100 ), of a physical object having an outer appearance that can be expressed by line segments. A unit ( 120 ) stores defining data used to classify line segments configuring a 3D virtual object that simulates the outer appearance of the physical object into a plurality of groups and to define respective line segments belonging to the groups. A unit ( 130 ) selects one group from the groups one by one without any repetition. The unit ( 130 ) projects line segments which belong to the selected group onto a physical space using the defining data used to define that line segments, and the image of the physical space. The unit ( 130 ) then updates a position and orientation of the image sensing unit based on the line segments projected onto the physical space and a feature in the image of the physical object.","['345/420.', '715/757.']","['G06T7/12', 'G06T2207/10016', 'G02B2027/0187', 'G02B2027/014', 'G06T7/73', 'G06T19/006', 'G02B27/017', 'G02B2027/0138', 'G06F3/011']","['G06T17/00', 'G06T7/60', 'G01B11/00']","['US-6792370-B2', 'US-2005116964-A1', 'US-7092109-B2', 'US-2007092161-A1', 'US-7130754-B2', 'US-2007091125-A1', 'US-2007242899-A1', 'JP-2008046750-A', 'US-2008284864-A1', 'US-2009009522-A1', 'US-6993450-B2', 'US-7411594-B2']","[0.08030914, -0.12655818, -0.16495427, -0.08333345, -0.1781152, -0.045075122, 0.028745597, -0.06968475, 0.19025555, -0.0633533, -0.04283476, 0.31415233, 0.08472171, -0.023057483, -0.12085132, 0.05115784, -0.15911156, -0.0062685027, -0.05830197, 0.11133097, 0.08007454, 0.015970875, -0.23912145, 0.17568488, -0.04657204, 0.109932035, 0.2002636, 0.21750586, 0.09524814, 0.0673859, 0.21970043, -0.11621338, -0.10139565, 0.09581949, -0.11463867, -0.13205151, 0.0786276, -0.0862464, 0.096636295, -0.020071197, -0.20192215, -0.25782, -0.056814533, 0.037512496, -0.03975056, -0.20022196, 0.008681642, 0.065913714, 0.020936577, -0.023136921, -0.13394791, -0.08218899, 0.020149916, 0.05104321, -0.089383736, 0.13870399, 0.12469897, 0.12519446, -0.0649475, 0.06386103, -0.14534569, 0.17269622, -0.20280582, 0.08045669]",True
693,US-2012081393-A1,20120405,US,45889387,Apparatus and method for providing augmented reality using virtual objects,"A method for providing AR information, in which the method includes receiving virtual object setting information by a first terminal, in which the virtual object setting information including virtual object selection information and movement setting information; and transmitting a request to a server for uploading a virtual object onto a real-world image of a target location based on the virtual object setting information. An apparatus to provide AR information, in which the apparatus includes a communication unit to process signals received from a server and to transmit signals to the server; a display unit to display a real-world image of a target location; a manipulation unit to receive a user input signal; and a control unit to receive virtual object setting information and to request the server to upload a virtual object onto the real-world image of the target location.",['345/633.'],['G06F3/011'],['G09G5/00'],['US-2006143569-A1'],"[0.13925223, -0.17692019, -0.023544313, -0.039367955, -0.22556274, -0.22158058, 0.13187228, -0.00507446, 0.03512236, -0.053083565, -0.14589135, 0.14033094, 0.1017976, -0.07441725, 0.009269193, 0.093309574, 0.020085894, 0.1553868, 0.02385988, 0.24613129, 0.21595952, 0.12378209, -0.05750453, 0.24050832, -0.03121068, -0.13832948, 0.3098583, 0.17257601, 0.07966231, 0.008456845, 0.18530102, 0.07440761, -0.10836564, -0.045743786, -0.15513973, 0.010462508, 0.00571182, -0.09630157, -0.019414308, 0.046645682, -0.07267978, -0.11756655, -0.13346142, 0.17577083, 0.029371655, -0.06784214, 0.038369946, 0.13515195, -0.076375075, 0.110260405, -0.20710142, 0.0072220643, 0.0012850125, 0.1118411, -0.033694107, 0.032576777, -0.0212631, 0.0499766, -0.08305607, 0.08439876, -0.1312945, 0.25588837, -0.10494673, 0.17278558]",True
694,US-5412569-A,19950502,US,22819778,Augmented reality maintenance system with archive and comparison device,"An enhanced reality maintenance system for operating in a hazardous or inaccessible environment employs an environment modeler which is supplied with spatial parameters of a given environment and creates a computer model of the environment. An environment renderer creates a plurality of images, each corresponding to a viewing location and orientation, `viewpoint`. A remotely operated vehicle (ROV) attached to a base unit by a tether cord or radio link navigates in the environment. The ROV has a spatial imaging device, such as a video camera, and actuators which propel it through the environment. Its position and orientation are determined by a position and attitude (P&amp;A) sensing unit, and are passed to an ROV renderer which creates an image of a prestored model of the ROV having the same location and orientation as the ROV and viewed from a specified viewpoint. The viewpoints may be predetermined, provided to the system or may be interactively determined as an offset from the ROV position and orientation. Alternative embodiments include an image archive and comparison unit capable of storing images linked to information of the image acquisition, retrieving stored images with the image acquisition into and transforming one of the images to match the image acquisition information of the other image. Also, another embodiment employs an automated flight planner, which receives desired destinations from an operator, analyzes the environment and ROV models, and navigates the ROV through the desired trajectory without collision.","['340/853.2', '701/116.', '701/2.']","['G05D1/0044', 'G05B2219/32014']","['G05D1/02', 'H04N7/18', 'G01D21/00', 'G05D1/00', 'G06T1/00', 'G06T17/40']","['US-4706120-A', 'US-4636137-A', 'US-4742227-A', 'US-4818990-A', 'US-4432931-A', 'US-4916642-A', 'US-4219847-A', 'US-4581762-A', 'US-4855822-A']",",",True
695,US-2014073548-A1,20140313,US,46062760,Detergent compositions containing bacillus sp. mannanase and methods of use thereof,"The present compositions and methods relate to an endo-B-mannanase cloned from a  Bacillus  sp., polynucleotides encoding the endo-B-mannanase, and methods of use thereof. Formulations containing the endo-β-mannanase are highly suitable for use as detergents.","['435/200.', '510/218.', '435/188.', '510/320.', '510/392.', '510/515.', '510/393.']","['C12N9/2405', 'C12N9/2494', 'C12Y302/01078', 'C11D3/38636', 'C12N9/2491', 'C12C5/004']","['C11D3/386', 'C12N9/24']",[],",",False
696,US-5588773-A,19961231,US,6488905,Device for connecting a machine element to a structural member movable about its longitudinal axis so that the machine element and the structural member are secured against relative rotation,"Device for connecting a machine element to a structural member, which is movable about a longitudinal axis thereof, so that the machine element and the structural member are secured against relative rotation, includes a tension band firmly connected to a machine element and embracing more than 180° of a circumference of the structural member, and a thrust piece having an inner side matching the circumference of the structural member, the thrust piece extending across a part of the circumference of the structural member other than a part thereof embraced by the tension band, and at least one clamping device to which the tension band is fixed for radially clamping the thrust piece against the structural member.","['101/409.', '403/373.', '403/374.1', '24/135.N', '403/370.', '403/409.1', '403/256.']","['B62H5/003', 'Y10T403/7056', 'F16B2200/40', 'Y10T24/3967', 'F16D1/08', 'Y10T403/7062', 'Y10T403/7064', 'Y10T403/76', 'B62J11/00', 'B41F21/104']","['F16D1/06', 'B62J11/00', 'F16D1/08', 'F16D1/02', 'F16B2/08', 'B41F21/04', 'B62H5/00', 'B41F21/10']","['US-4813353-A', 'US-2194800-A', 'US-2928344-A', 'US-2459436-A', 'FR-435454-A', 'US-4110054-A', 'GB-2074643-A', 'EP-0437211-B1', 'DE-1133191-B', 'US-1412187-A', 'US-4364588-A', 'DE-1938405-A1', 'US-4718343-A', 'US-4846061-A', 'US-3682472-A', 'US-4636104-A', 'US-4592279-A', 'FR-2661459-A1', 'GB-778484-A', 'US-4718342-A', 'US-2578008-A', 'US-4354399-A', 'US-1057428-A', 'US-4058307-A', 'US-5396423-A', 'GB-551932-A']",",",False
697,US-6149156-A,20001121,US,23212039,Multiple round card game of chance,"A card game having multiple rounds in which a player chooses which rounds to play and a number of locations on a displayed grid of hidden, randomly-selected cards for each chosen round. Each round has rules different from the other rounds. Cards later revealed at the chosen locations and at randomly selected locations are used to play the chosen rounds. Payouts are determined by the number of player-chosen locations that matches the number of randomly selected locations and/or by the hand formed by the randomly selected cards revealed in the player-chosen locations.","['273/269.', '273/292.']","['A63F3/00157', 'A63F2001/008']","['A63F3/00', 'A63F1/00']","['US-4560171-A', 'US-5957774-A', 'US-1616884-A', 'US-5918884-A']",",",False
698,US-2004062533-A1,20040401,US,32023951,Lens-fitted photo film unit and printing method,"A lens-fitted photo film unit comprises a main body, a bottom lid, and a photo film. The main body has an exposure chamber with a taking lens. The exposure chamber is provided with a plane mirror disposed in such a manner as to be inclined 45 degrees with respect to the optical axis of the taking lens. Since the plane mirror reflects light from a subject, a photographic optical path of the light is perpendicularly bent. Subject light forms an image on the photo film disposed in parallel with the optical axis. A side print is exposed in the manufacture on the lateral edge of the photo film. Since the orientation of the photographed image is the same as that of the side print, it is possible to easily confirm the orientation of the photographed image in the development and print processes.",['396/6.'],"['G03B19/04', 'G03B2219/045']","['G03C3/00', 'G02B13/00', 'G03B17/20', 'G03B17/04', 'G03B17/17', 'G03B19/04', 'G03B15/05', 'G02B25/00', 'G03B13/06']","['US-6388738-B1', 'US-2001036365-A1', 'US-2002057907-A1', 'US-6249652-B1', 'US-5968719-A', 'US-5453804-A', 'US-6154609-A']",",",False
699,US-2006235713-A1,20061019,US,37109667,Tools and techniques for redirected expenditures fundraising,"In a charitable donation arrangement ( 300 ), individual members ( 302 ) select ( 702 ) a service provider ( 308 ) using one interface ( 202 ), select ( 704 ) a charity ( 304 ) using another interface ( 204 ), and specify how funds from their payments ( 214 ) of recurring bills from the service provider should be redirected ( 328, 334 ) to the charity. A personalized member portal ( 100 ) in a facilitator website ( 200 ) also provides the member in question with a detailed accounting ( 212 ) showing the total payments ( 214 ) made by the member to the service provider for the subscribed service ( 338 ), shows the pool ( 216 ) of funds available to be redirected from such payments according to instructions from the member, and shows the amounts ( 218 ) of redirected funds already donated to charity instead of being retained or obtained by the service provider as part of the monthly service payment.","['705/1.1', '705/329.']","['G06Q40/02', 'G06Q30/0279', 'G06Q50/10']",['G06Q99/00'],"['US-2004181468-A1', 'US-2004204996-A1', 'US-2005165620-A1', 'US-2002143625-A1', 'US-6345261-B1', 'US-2005051617-A1', 'US-2005144120-A1', 'US-2005021363-A1', 'US-2004162761-A1', 'US-2005251460-A1', 'US-7014104-B2', 'US-6898575-B2', 'US-2003208423-A1', 'US-2005159976-A1', 'US-2005004867-A1', 'US-2002049816-A1', 'US-2002143777-A1', 'US-2005273426-A1', 'US-5117355-A', 'US-6631358-B1', 'US-2005261931-A1', 'US-2003065572-A1', 'US-2003088455-A1', 'US-2003033244-A1', 'US-2003014300-A1', 'US-2005125342-A1', 'US-5202826-A', 'US-2005267834-A1', 'US-2005144098-A1', 'US-2005171849-A1', 'US-2002052756-A1', 'US-RE36116-E', 'US-2006036490-A1', 'US-2005109840-A1', 'US-2002178064-A1', 'US-2005080715-A1', 'US-2002147621-A1', 'US-2005228742-A1', 'US-2004267650-A1', 'US-2004133489-A1', 'US-4941090-A', 'US-2005177462-A1', 'US-2005021353-A1']",",",False
700,US-5694533-A,19971202,US,10696123,3-Dimensional model composed against textured midground image and perspective enhancing hemispherically mapped backdrop image for visual realism,"A modelling system for producing a 2-D image of a 3-D scene includes a 3-D computer graphics modeler for producing a view from a selectable viewpoint and in a selectable direction of a 3-D computer graphics model of an object for forming a foreground image, a source of backdrop video data, digital video effects apparatus for manipulating the backdrop video data to produce a background image and a compositor for keying the foreground image into the background image to form the 2-D image. The modelling system is able to produce in real time photo-realistic representations of computer models of objects such as buildings and the like in a real world environment. It is possible to include moving foreground objects in the model for virtual reality applications. It is also possible in real time to move around the model by changing the selected viewpoint and/or direction, the modelling system responding to these changes to produce the appropriate output images. A modified modelling system also provides for the inclusion of mid-ground information.",['345/420.'],['G06T15/10'],"['G06F17/50', 'G06F3/153', 'G06T15/10']","['US-4600200-A', 'US-5255211-A', 'US-4677576-A', 'US-4984179-A', 'US-5187754-A', 'US-4811245-A', 'WO-8806775-A1', 'US-4734690-A', 'GB-2181929-A', 'US-5276785-A', 'US-4645459-A', 'GB-2226937-A', 'US-4807158-A', 'US-4821212-A', 'US-4954970-A', 'US-4965670-A', 'US-4985854-A', 'US-5303337-A', 'US-4641255-A', 'US-5177872-A', 'US-4970666-A', 'US-4752836-A', 'US-5214512-A', 'US-4953107-A']",",",True
701,US-8417018-B2,20130409,US,42309617,Method for inspecting and judging photomask blank or intermediate thereof,"A photomask blank having a film on a substrate is inspected by (A) measuring a surface topography of a photomask blank having a film to be inspected for stress, (B) removing the film from the photomask blank to provide a treated substrate, (C) measuring a surface topography of the treated substrate, and (D) comparing the surface topography of the photomask blank with the surface topography of the treated substrate, thereby evaluating a stress in the film.","['356/237.6', '356/401.', '356/237.1', '382/144.']","['G03F1/84', 'G03F7/70783']","['G03F1/68', 'G06K9/00', 'G03F1/32', 'G03F1/60']","['EP-1832926-A2', 'JP-2006195202-A', 'US-2007212619-A1', 'JP-H07140635-A', 'US-2004253524-A1', 'JP-2006195200-A', 'US-2004191646-A1', 'JP-2007241060-A', 'US-2007212618-A1', 'JP-2003050458-A', 'JP-2007241065-A', 'JP-S6385553-A', 'JP-2004361432-A', 'US-2009035880-A1', 'US-2005019678-A1', 'JP-2004199035-A', 'US-7195846-B2', 'US-5830607-A']",",",False
702,US-6969850-B2,20051129,US,26870129,Microfluidic array devices and methods of manufacturing and uses thereof,"Microfluidic nozzle array devices are provided with the body of each device having at least one nozzle extending outwardly from one surface of the body. Each nozzle includes a tip opening having a diameter of equal to or less than about 100 μm, preferably 50 μm, and more preferably 20 μm and an outer diameter of nozzle is equal to or less than about 150 μm, preferably 100 μm, and more preferably 50 μm. The microfluidic nozzle array devices are fabricated using an injection molding process and find particular utility in a wide range of applications, including but not limited to nanospray/electrospray applications, mass spectrometer applications, optical spectrometry applications, spotting applications (i.e., DNA or protein array), etc.","['250/435.', '250/288.', '250/424.', '250/200.']","['G01N35/1074', 'B01L3/5025', 'G01N30/6095', 'B01L2400/0481', 'B01L3/5027', 'C40B60/14', 'B01L2200/021', 'B01L3/502707', 'B01L9/527', 'G01N2035/1039', 'H01J49/0431', 'B33Y80/00', 'G01N2030/285', 'B01L2200/027', 'G01N27/44782', 'G01N27/44791', 'B01L3/0241', 'B01J2219/0036', 'B01L2400/027', 'B01L3/0268', 'G01N30/6026']","['G01N30/60', 'G01N30/28', 'C40B60/14', 'G01N35/10', 'H01J49/04', 'G01N27/447', 'B01L3/02', 'B81B1/00', 'B01L9/00', 'B01L3/00']","['US-5306412-A', 'US-5757482-A', 'US-5942443-A', 'US-2001036669-A1', 'US-5900130-A', 'US-5486335-A', 'US-6235471-B1', 'US-6137501-A', 'US-5876675-A', 'US-4758884-A', 'US-6800849-B2', 'US-6627882-B2', 'US-6090251-A', 'US-6284113-B1', 'US-6042709-A', 'US-6136212-A', 'US-5338427-A', 'US-6068751-A', 'US-5890745-A', 'US-2002113144-A1', 'US-6045671-A', 'US-5992820-A', 'US-5846396-A', 'US-5645702-A']",",",False
703,US-2005090146-A1,20050428,US,34511738,Optical transmission module,"An optical transmission module comprising at least a photoelectric element, a printed circuit board and a flexible printed circuit board is provided. The flexible printed circuit board electrically connects the photoelectrical elements and the printed circuit board. At least a ground plane is formed on the flexible printed circuit board to reduce crosstalk and electromagnetic interference. Transmission lines and impedance formed on the flexible printed circuit board solve the problems of signal distortion and impedance mismatch. The flexible printed circuit board also serves as a flexible interface to solve prior problems of connection stress between the photoelectric element and the printed circuit board.",['439/577.'],"['H05K2201/10121', 'H05K1/145', 'H05K1/189', 'H05K1/147']","['H05K1/14', 'H01R12/00', 'H05K1/18', 'G02B6/42']","['US-5513073-A', 'US-5742480-A']",",",False
704,US-6215171-B1,20010410,US,7834704,IC module,"An IC module has one or more integrated circuits and a package surrounding them. The IC module is distinguished by one or more additional electronic components being accommodated inside the package, in the immediate vicinity of the integrated circuit.","['257/E25.029', '257/E23.079', '257/535.', '257/690.', '257/532.']","['H01L2924/30107', 'H01L25/16', 'H01L2224/48471', 'H01L24/48', 'H01L2924/19041', 'H01L2924/01046', 'H01L2924/01079', 'H01L24/45', 'H01L2924/13091', 'H01L2924/01078', 'H01L2224/45144', 'H01L2924/01068', 'H01L23/50', 'H01L2924/09701', 'H01L2924/14', 'H01L2924/3025']","['H01L25/16', 'H01L23/50']","['US-5428885-A', 'US-5973390-A', 'US-5982018-A', 'US-5134539-A', 'EP-0716449-A2', 'US-4994936-A', 'US-6005778-A', 'US-5049979-A', 'US-5834832-A', 'DE-4242097-A1', 'US-5633785-A', 'US-5818106-A', 'US-5208725-A', 'US-6054754-A']",",",False
705,US-7425111-B2,20080916,US,35507083,Torque resistant fastening element,"A torque resistant self-attaching fastener having a tubular barrel portion and a radial flange portion including a plurality of circumferentially spaced radial projections each having opposed planar generally radial side faces with the outer surface of the radial flange between the radial projections having a greater circumferential width than a circumferential width of the radial projections and a radial length less than the circumferential width. The side faces may be aligned with a radius, the side faces may be parallel or the side faces of adjacent radial projections may be parallel.","['411/107.', '411/501.', '411/181.', '411/179.', '29/432.1', '29/432.2']","['Y10T29/49837', 'F16B37/068', 'B23P19/062', 'F16B33/002', 'Y10T29/49835', 'F16B37/062']","['F16B37/04', 'F16B37/06', 'F16B33/00', 'B23P19/06']","['US-5092724-A', 'US-4810143-A', 'US-5056207-A', 'US-2707322-A', 'US-5020950-A', 'US-5644830-A', 'US-5140735-A', 'US-5868535-A', 'US-6122816-A', 'US-2005025605-A1', 'US-4555838-A', 'US-5237733-A']",",",False
706,US-2012058774-A1,20120308,US,45771091,Apparatus and method for displaying augmented reality information,"An apparatus and method for displaying augmented reality (AR) information on a terminal according to authorization for use of AR information provided from an AR system. The method includes recognizing a current location of the terminal; receiving authorization information of AR information receivable at the recognized current location; determining whether the AR information is available with reference to the authorization information for the AR information; and displaying the receivable AR information according to the determination result. Accordingly, the terminal recognizes its current location, determines the availability of AR information receivable at the recognized location, receives available AR information from the AR system according to the determination result, and displays the received available AR information in a window on a display of the terminal.","['455/566.', '455/456.1']","['H04W4/02', 'H04W4/043']","['H04W88/02', 'H04W64/00']","['US-2005091344-A1', 'US-2009081959-A1', 'US-2006268007-A1', 'US-2009102859-A1', 'US-2010008265-A1', 'US-2012122491-A1', 'US-2009111434-A1', 'US-2011034176-A1']","[0.08594672, -0.14926758, -0.029252272, -0.008153237, -0.1838614, -0.21228203, 0.14029367, -0.03127578, 0.07551229, -0.03443315, -0.117810644, 0.19176088, -0.14096694, -0.14482911, -0.062247165, 0.023757525, 0.025131384, 0.15614906, -0.04287639, 0.24280521, 0.19238332, 0.060736008, -0.059250038, 0.13787043, 0.051213495, -0.019912904, 0.22260784, 0.18092132, 0.16584018, 0.10462977, 0.06896732, 0.031985935, -0.066179544, -0.10234939, -0.096379235, -0.02350963, -0.04777978, -0.1947404, -0.11638612, 0.05952837, -0.118783735, -0.1621993, -0.078630954, 0.14969316, 0.1090475, -0.013498808, -0.030273078, 0.026951144, -0.11833797, 0.09478653, -0.2618904, 0.118299834, 0.012941313, 0.027501157, -0.052849058, 0.08034694, 0.10276734, 0.01930608, -0.1231707, 0.0799419, -0.19008964, 0.32075298, -0.065917306, 0.17937563]",True
707,US-5911434-A,19990615,US,27401019,Side impact air bag deployable between a vehicle body and an occupant,"A vehicle side impact air bag system is disclosed wherein the air bag is located in an outboard armrest. During a collision, the air bag deploys outward away from the occupant and against the vehicle door or side body panel. Preferably, the air bag fills the entire space between the occupant and the door in order to protect the torso, neck and head of the occupant during the collision. The inventive system may be used with a movable door or an adjacent portion of the vehicle body. Various embodiments are disclosed, including pivotably attaching the armrest to the seat, removably attaching the armrest to the seat, attaching the armrest to the floor, forming the armrest in the floor, and attaching the armrest to the door or vehicle body.","['280/730.2', '280/728.2', '280/730.1']","['B60N2/79', 'B60R21/21', 'B60R2021/0006', 'B60R21/207', 'B60R2021/2173', 'B60J5/06', 'B60R21/20', 'B60R21/23138']","['B60R21/231', 'B60R21/217', 'B60N2/75', 'B60R21/21', 'B60R21/207', 'B60R21/00', 'B60R21/16', 'B60J5/06', 'B60R21/20']","['JP-H04358943-A', 'US-4881778-A', 'US-5316336-A', 'US-5106160-A', 'US-5511850-A', 'US-5277441-A', 'US-5348342-A', 'GB-2220620-A', 'US-5458366-A', 'US-5251931-A', 'JP-H0532149-A', 'US-5333899-A', 'US-5492361-A', 'US-5746443-A', 'US-5730464-A', 'US-3623768-A']",",",False
